0.00, 0.72, 1.05
0.01, 0.73, 1.05
0.02, 0.73, 1.06
0.03, 0.73, 1.06
0.04, 0.73, 1.06
0.05, 0.72, 1.05
0.05, 0.72, 1.05
0.06, 0.72, 1.05
0.07, 0.71, 1.06
0.08, 0.72, 1.06
0.09, 0.73, 1.07
0.10, 0.74, 1.07
0.11, 0.74, 1.07
0.12, 0.74, 1.07
0.13, 0.74, 1.08
0.14, 0.74, 1.08
0.14, 0.74, 1.07
0.15, 0.73, 1.08
0.16, 0.74, 1.08
0.17, 0.74, 1.08
0.18, 0.74, 1.08
0.19, 0.75, 1.08
0.20, 0.75, 1.09
0.21, 0.76, 1.09
0.22, 0.75, 1.08
0.23, 0.75, 1.09
0.23, 0.75, 1.08
0.24, 0.75, 1.09
0.25, 0.75, 1.09
0.26, 0.75, 1.08
0.27, 0.75, 1.08
0.28, 0.74, 1.08
0.29, 0.74, 1.08
0.30, 0.74, 1.08
0.31, 0.75, 1.10
0.32, 0.75, 1.09
0.32, 0.76, 1.10
0.33, 0.77, 1.10
0.34, 0.77, 1.11
0.35, 0.77, 1.11
0.36, 0.77, 1.11
0.37, 0.77, 1.12
0.38, 0.78, 1.12
0.39, 0.78, 1.13
0.40, 0.79, 1.14
0.41, 0.77, 1.13
0.41, 0.78, 1.13
0.42, 0.77, 1.12
0.43, 0.84, 1.12
0.44, 0.77, 1.12
0.45, 0.78, 1.13
0.46, 0.80, 1.14
0.47, 0.81, 1.16
0.48, 0.81, 1.16
0.49, 0.81, 1.15
0.50, 0.80, 1.14
0.50, 0.81, 1.15
0.51, 0.81, 1.15
0.52, 0.79, 1.14
0.53, 0.80, 1.14
0.54, 0.80, 1.14
0.55, 0.82, 1.15
0.56, 0.82, 1.16
0.57, 0.81, 1.16
0.58, 0.81, 1.17
0.59, 0.81, 1.16
0.59, 0.80, 1.15
0.60, 0.81, 1.16
0.61, 0.82, 1.17
0.62, 0.82, 1.18
0.63, 0.83, 1.18
0.64, 0.84, 1.20
0.65, 0.86, 1.21
0.66, 0.86, 1.21
0.67, 0.86, 1.22
0.68, 0.87, 1.24
0.68, 0.86, 1.23
0.69, 0.87, 1.23
0.70, 0.88, 1.23
0.71, 0.88, 1.23
0.72, 0.88, 1.24
0.73, 0.88, 1.24
0.74, 0.88, 1.24
0.75, 0.88, 1.24
0.76, 0.89, 1.25
0.77, 0.90, 1.25
0.77, 0.88, 1.25
0.78, 0.88, 1.24
0.79, 0.88, 1.24
0.80, 0.88, 1.24
0.81, 0.89, 1.24
0.82, 0.90, 1.25
0.83, 0.90, 1.25
0.84, 0.90, 1.26
0.85, 0.91, 1.27
0.86, 0.91, 1.27
0.86, 0.92, 1.28
0.87, 0.93, 1.29
0.88, 0.92, 1.28
0.89, 0.92, 1.28
0.90, 0.92, 1.27
0.91, 0.91, 1.27
0.92, 0.90, 1.26
0.93, 0.90, 1.26
0.94, 0.90, 1.25
0.95, 0.91, 1.26
0.95, 0.91, 1.26
0.96, 0.90, 1.26
0.97, 0.90, 1.25
0.98, 0.90, 1.25
0.99, 0.91, 1.27
1.00, 0.91, 1.26
1.01, 0.91, 1.26
1.02, 0.90, 1.26
1.03, 0.90, 1.26
1.04, 0.90, 1.26
1.05, 0.90, 1.26
1.05, 0.91, 1.26
1.06, 0.90, 1.25
1.07, 0.90, 1.25
1.08, 0.90, 1.25
1.09, 0.89, 1.25
1.10, 0.90, 1.25
1.11, 0.90, 1.26
1.12, 0.91, 1.26
1.13, 0.91, 1.26
1.14, 0.91, 1.27
1.14, 0.91, 1.27
1.15, 0.92, 1.27
1.16, 0.91, 1.27
1.17, 0.92, 1.28
1.18, 0.92, 1.27
1.19, 0.92, 1.28
1.20, 0.92, 1.29
1.21, 0.92, 1.28
1.22, 0.92, 1.28
1.23, 0.92, 1.28
1.23, 0.92, 1.28
1.24, 0.92, 1.28
1.25, 0.92, 1.28
1.26, 0.92, 1.28
1.27, 0.92, 1.28
1.28, 0.92, 1.28
1.29, 0.92, 1.27
1.30, 0.92, 1.28
1.31, 0.92, 1.28
1.32, 0.93, 1.28
1.32, 0.92, 1.28
1.33, 0.92, 1.27
1.34, 0.92, 1.28
1.35, 0.92, 1.27
1.36, 0.92, 1.28
1.37, 0.92, 1.28
1.38, 0.92, 1.28
1.39, 0.92, 1.28
1.40, 0.92, 1.27
1.41, 0.92, 1.28
1.41, 0.92, 1.28
1.42, 0.92, 1.28
1.43, 0.92, 1.28
1.44, 0.92, 1.28
1.45, 0.92, 1.28
1.46, 0.92, 1.28
1.47, 0.92, 1.27
1.48, 0.92, 1.27
1.49, 0.92, 1.27
1.50, 0.92, 1.27
1.50, 0.92, 1.27
1.51, 0.93, 1.27
1.52, 0.92, 1.28
1.53, 0.92, 1.28
1.54, 0.92, 1.27
1.55, 0.92, 1.27
1.56, 0.92, 1.27
1.57, 0.94, 1.27
1.58, 0.92, 1.27
1.59, 0.92, 1.28
1.59, 0.91, 1.28
1.60, 0.93, 1.28
1.61, 0.92, 1.27
1.62, 0.92, 1.29
1.63, 0.92, 1.28
1.64, 0.92, 1.28
1.65, 0.92, 1.25
1.66, 0.92, 1.27
1.67, 0.91, 1.26
1.68, 0.91, 1.27
1.68, 0.92, 1.27
1.69, 0.92, 1.27
1.70, 0.92, 1.27
1.71, 0.92, 1.27
1.72, 0.95, 1.28
1.73, 0.92, 1.27
1.74, 0.92, 1.30
1.75, 0.89, 1.29
1.76, 0.92, 1.28
1.77, 0.92, 1.28
1.77, 0.92, 1.28
1.78, 0.92, 1.30
1.79, 0.92, 1.29
1.80, 0.92, 1.29
1.81, 0.93, 1.28
1.82, 0.93, 1.29
1.83, 0.93, 1.31
1.84, 0.93, 1.29
1.85, 0.93, 1.28
1.86, 0.92, 1.29
1.86, 0.92, 1.29
1.87, 0.92, 1.30
1.88, 0.92, 1.29
1.89, 0.93, 1.28
1.90, 0.92, 1.28
1.91, 0.92, 1.29
1.92, 0.92, 1.29
1.93, 0.93, 1.29
1.94, 0.93, 1.29
1.95, 0.93, 1.29
1.96, 0.93, 1.29
1.96, 0.93, 1.30
1.97, 0.92, 1.29
1.98, 0.92, 1.29
1.99, 0.92, 1.29
2.00, 0.92, 1.29
2.01, 0.92, 1.29
2.02, 0.92, 1.28
2.03, 0.92, 1.28
2.04, 0.92, 1.28
2.05, 0.92, 1.28
2.05, 0.92, 1.28
2.06, 0.92, 1.28
2.07, 0.92, 1.28
2.08, 0.92, 1.27
2.09, 0.92, 1.27
2.10, 0.92, 1.28
2.11, 0.92, 1.27
2.12, 0.92, 1.27
