-5.626000, 0.058
-5.620874, 0.271
-5.615749, 0.393
-5.610623, 0.374
-5.605497, 0.377
-5.600372, 0.477
-5.595246, 0.493
-5.590121, 0.467
-5.584995, 0.471
-5.579869, 0.548
-5.574744, 0.532
-5.569618, 0.506
-5.564492, 0.512
-5.559367, 0.587
-5.554241, 0.554
-5.549116, 0.529
-5.543990, 0.532
-5.538864, 0.558
-5.533739, 0.545
-5.528613, 0.525
-5.523488, 0.525
-5.518362, 0.516
-5.513236, 0.609
-5.508111, 0.587
-5.502985, 0.577
-5.497859, 0.545
-5.492733, 0.664
-5.487608, 0.641
-5.482482, 0.625
-5.477357, 0.587
-5.472231, 0.680
-5.467105, 0.667
-5.461980, 0.651
-5.456854, 0.609
-5.451729, 0.654
-5.446603, 0.686
-5.441477, 0.674
-5.436352, 0.583
-5.431226, 0.590
-5.426101, 0.635
-5.420975, 0.606
-5.415849, 0.574
-5.410724, 0.551
-5.405598, 0.567
-5.400472, 0.541
-5.395347, 0.512
-5.390221, 0.490
-5.385096, 0.487
-5.379970, 0.458
-5.374844, 0.438
-5.369719, 0.419
-5.364593, 0.406
-5.359468, 0.390
-5.354342, 0.367
-5.349216, 0.351
-5.344090, 0.338
-5.338965, 0.322
-5.333839, 0.309
-5.328713, 0.293
-5.323588, 0.293
-5.318462, 0.377
-5.313337, 0.361
-5.308211, 0.338
-5.303085, 0.354
-5.297960, 0.593
-5.292834, 0.561
-5.287709, 0.519
-5.282583, 0.509
-5.277457, 0.854
-5.272332, 0.819
-5.267206, 0.757
-5.262080, 0.719
-5.256955, 1.121
-5.251829, 1.089
-5.246704, 1.005
-5.241578, 0.947
-5.236452, 1.328
-5.231327, 1.289
-5.226201, 1.196
-5.221076, 1.125
-5.215950, 1.434
-5.210824, 1.386
-5.205698, 1.292
-5.200573, 1.218
-5.195447, 1.463
-5.190321, 1.402
-5.185196, 1.315
-5.180070, 1.244
-5.174945, 1.428
-5.169819, 1.366
-5.164693, 1.283
-5.159568, 1.212
-5.154442, 1.376
-5.149317, 1.312
-5.144191, 1.237
-5.139065, 1.176
-5.133940, 1.337
-5.128814, 1.273
-5.123688, 1.196
-5.118563, 1.144
-5.113437, 1.279
-5.108312, 1.215
-5.103186, 1.141
-5.098060, 1.092
-5.092935, 1.202
-5.087809, 1.141
-5.082684, 1.080
-5.077558, 1.034
-5.072432, 1.102
-5.067307, 1.044
-5.062181, 0.986
-5.057055, 0.947
-5.051929, 0.973
-5.046804, 0.922
-5.041678, 0.877
-5.036553, 0.838
-5.031427, 0.854
-5.026301, 0.812
-5.021176, 0.770
-5.016050, 0.741
-5.010925, 0.751
-5.005799, 0.712
-5.000673, 0.677
-4.995548, 0.654
-4.990422, 0.664
-4.985296, 0.628
-4.980171, 0.599
-4.975045, 0.577
-4.969920, 0.577
-4.964794, 0.551
-4.959668, 0.522
-4.954543, 0.503
-4.949417, 0.493
-4.944292, 0.467
-4.939166, 0.445
-4.934040, 0.432
-4.928915, 0.409
-4.923789, 0.393
-4.918664, 0.377
-4.913538, 0.358
-4.908412, 0.342
-4.903286, 0.329
-4.898161, 0.306
-4.893035, 0.293
-4.887909, 0.284
-4.882784, 0.271
-4.877658, 0.255
-4.872533, 0.251
-4.867407, 0.238
-4.862281, 0.232
-4.857156, 0.219
-4.852030, 0.213
-4.846905, 0.203
-4.841779, 0.193
-4.836653, 0.187
-4.831528, 0.180
-4.826402, 0.171
-4.821276, 0.164
-4.816151, 0.158
-4.811025, 0.155
-4.805900, 0.145
-4.800774, 0.142
-4.795648, 0.135
-4.790523, 0.132
-4.785397, 0.126
-4.780272, 0.122
-4.775146, 0.119
-4.770020, 0.116
-4.764894, 0.110
-4.759769, 0.103
-4.754643, 0.100
-4.749517, 0.100
-4.744392, 0.097
-4.739266, 0.093
-4.734141, 0.090
-4.729015, 0.090
-4.723889, 0.084
-4.718764, 0.081
-4.713638, 0.081
-4.708513, 0.081
-4.703387, 0.074
-4.698261, 0.071
-4.693136, 0.071
-4.688010, 0.071
-4.682884, 0.071
-4.677759, 0.068
-4.672633, 0.064
-4.667508, 0.064
-4.662382, 0.061
-4.657256, 0.061
-4.652131, 0.061
-4.647005, 0.061
-4.641880, 0.058
-4.636754, 0.055
-4.631628, 0.055
-4.626503, 0.058
-4.621377, 0.055
-4.616251, 0.055
-4.611125, 0.052
-4.606000, 0.052
-4.502000, 0.058
-4.496894, 0.274
-4.491789, 0.393
-4.486683, 0.377
-4.481578, 0.377
-4.476472, 0.477
-4.471367, 0.490
-4.466261, 0.467
-4.461156, 0.474
-4.456050, 0.551
-4.450945, 0.532
-4.445839, 0.506
-4.440733, 0.512
-4.435628, 0.590
-4.430522, 0.558
-4.425417, 0.529
-4.420311, 0.532
-4.415206, 0.558
-4.410100, 0.548
-4.404995, 0.525
-4.399889, 0.529
-4.394784, 0.516
-4.389678, 0.609
-4.384573, 0.587
-4.379467, 0.577
-4.374362, 0.545
-4.369256, 0.661
-4.364151, 0.638
-4.359045, 0.625
-4.353940, 0.587
-4.348834, 0.674
-4.343729, 0.667
-4.338623, 0.651
-4.333518, 0.609
-4.328412, 0.654
-4.323307, 0.686
-4.318201, 0.674
-4.313096, 0.587
-4.307990, 0.593
-4.302885, 0.628
-4.297779, 0.606
-4.292674, 0.574
-4.287568, 0.551
-4.282462, 0.570
-4.277357, 0.545
-4.272251, 0.516
-4.267146, 0.490
-4.262040, 0.490
-4.256935, 0.464
-4.251829, 0.442
-4.246724, 0.422
-4.241618, 0.409
-4.236513, 0.390
-4.231407, 0.371
-4.226302, 0.354
-4.221196, 0.342
-4.216091, 0.325
-4.210985, 0.309
-4.205879, 0.293
-4.200774, 0.290
-4.195668, 0.380
-4.190563, 0.361
-4.185457, 0.342
-4.180352, 0.361
-4.175246, 0.593
-4.170141, 0.561
-4.165035, 0.519
-4.159930, 0.512
-4.154824, 0.854
-4.149719, 0.819
-4.144613, 0.761
-4.139508, 0.715
-4.134402, 1.121
-4.129296, 1.089
-4.124191, 1.005
-4.119085, 0.951
-4.113980, 1.328
-4.108874, 1.283
-4.103769, 1.196
-4.098663, 1.125
-4.093558, 1.434
-4.088452, 1.383
-4.083347, 1.289
-4.078241, 1.215
-4.073136, 1.460
-4.068030, 1.405
-4.062924, 1.318
-4.057819, 1.244
-4.052713, 1.424
-4.047608, 1.363
-4.042502, 1.283
-4.037397, 1.215
-4.032291, 1.376
-4.027186, 1.312
-4.022080, 1.234
-4.016975, 1.173
-4.011869, 1.337
-4.006764, 1.276
-4.001658, 1.196
-3.996553, 1.144
-3.991447, 1.276
-3.986342, 1.212
-3.981236, 1.144
-3.976131, 1.096
-3.971025, 1.202
-3.965919, 1.141
-3.960814, 1.076
-3.955709, 1.034
-3.950603, 1.102
-3.945498, 1.047
-3.940392, 0.989
-3.935287, 0.947
-3.930181, 0.973
-3.925075, 0.922
-3.919970, 0.877
-3.914864, 0.841
-3.909759, 0.857
-3.904653, 0.809
-3.899548, 0.767
-3.894442, 0.741
-3.889337, 0.751
-3.884231, 0.712
-3.879126, 0.677
-3.874020, 0.654
-3.868915, 0.657
-3.863809, 0.625
-3.858704, 0.596
-3.853598, 0.580
-3.848492, 0.574
-3.843387, 0.548
-3.838281, 0.516
-3.833176, 0.503
-3.828070, 0.490
-3.822965, 0.467
-3.817859, 0.445
-3.812754, 0.429
-3.807648, 0.409
-3.802543, 0.390
-3.797437, 0.374
-3.792332, 0.358
-3.787226, 0.338
-3.782121, 0.325
-3.777015, 0.309
-3.771909, 0.296
-3.766804, 0.287
-3.761698, 0.267
-3.756593, 0.264
-3.751487, 0.251
-3.746382, 0.238
-3.741276, 0.229
-3.736171, 0.219
-3.731065, 0.213
-3.725960, 0.203
-3.720854, 0.193
-3.715749, 0.187
-3.710643, 0.180
-3.705538, 0.171
-3.700432, 0.168
-3.695327, 0.161
-3.690221, 0.155
-3.685116, 0.145
-3.680010, 0.139
-3.674905, 0.139
-3.669799, 0.135
-3.664693, 0.126
-3.659588, 0.119
-3.654482, 0.119
-3.649377, 0.113
-3.644271, 0.110
-3.639166, 0.110
-3.634060, 0.103
-3.628955, 0.103
-3.623849, 0.097
-3.618744, 0.090
-3.613638, 0.090
-3.608533, 0.090
-3.603427, 0.087
-3.598322, 0.081
-3.593216, 0.081
-3.588110, 0.077
-3.583005, 0.077
-3.577899, 0.074
-3.572794, 0.071
-3.567688, 0.071
-3.562583, 0.068
-3.557477, 0.068
-3.552372, 0.068
-3.547266, 0.064
-3.542161, 0.061
-3.537055, 0.061
-3.531950, 0.058
-3.526844, 0.058
-3.521739, 0.058
-3.516633, 0.058
-3.511528, 0.058
-3.506422, 0.055
-3.501317, 0.055
-3.496211, 0.055
-3.491106, 0.052
-3.486000, 0.052
-3.374000, 0.058
-3.368895, 0.271
-3.363789, 0.409
-3.358683, 0.390
-3.353578, 0.390
-3.348472, 0.490
-3.343367, 0.512
-3.338261, 0.487
-3.333156, 0.487
-3.328050, 0.564
-3.322945, 0.554
-3.317839, 0.529
-3.312734, 0.529
-3.307628, 0.603
-3.302523, 0.574
-3.297417, 0.548
-3.292312, 0.548
-3.287206, 0.574
-3.282100, 0.564
-3.276995, 0.541
-3.271889, 0.541
-3.266784, 0.522
-3.261678, 0.622
-3.256573, 0.599
-3.251467, 0.590
-3.246362, 0.558
-3.241256, 0.677
-3.236151, 0.651
-3.231045, 0.638
-3.225940, 0.596
-3.220834, 0.690
-3.215729, 0.680
-3.210623, 0.664
-3.205518, 0.622
-3.200412, 0.670
-3.195307, 0.706
-3.190201, 0.686
-3.185096, 0.603
-3.179990, 0.606
-3.174884, 0.654
-3.169779, 0.622
-3.164673, 0.590
-3.159568, 0.567
-3.154462, 0.590
-3.149357, 0.561
-3.144251, 0.532
-3.139146, 0.509
-3.134040, 0.506
-3.128935, 0.483
-3.123829, 0.454
-3.118724, 0.438
-3.113618, 0.425
-3.108513, 0.406
-3.103407, 0.387
-3.098301, 0.367
-3.093196, 0.351
-3.088090, 0.338
-3.082985, 0.322
