0.00, 0.82
0.02, 0.82
0.04, 0.84
0.05, 0.83
0.07, 0.84
0.09, 0.84
0.11, 0.84
0.12, 0.85
0.14, 0.85
0.16, 0.85
0.18, 0.85
0.19, 0.86
0.21, 0.86
0.23, 0.87
0.25, 0.87
0.26, 0.87
0.28, 0.88
0.30, 0.88
0.32, 0.89
0.33, 0.89
0.35, 0.89
0.37, 0.89
0.39, 0.89
0.40, 0.89
0.42, 0.89
0.44, 0.90
0.46, 0.91
0.47, 0.92
0.49, 0.92
0.51, 0.92
0.53, 0.92
0.54, 0.93
0.56, 0.94
0.58, 0.94
0.60, 0.94
0.61, 0.95
0.63, 0.95
0.65, 0.95
0.67, 0.95
0.68, 0.95
0.70, 0.96
0.72, 0.95
0.74, 0.95
0.75, 0.96
0.77, 0.97
0.79, 0.97
0.81, 0.97
0.82, 0.97
0.84, 0.98
0.86, 0.98
0.88, 0.97
0.89, 0.98
0.91, 0.97
0.93, 0.98
0.95, 0.99
0.96, 0.99
0.98, 1.00
1.00, 0.99
1.02, 0.99
1.03, 1.00
1.05, 1.01
1.07, 1.02
1.09, 1.02
1.10, 1.02
1.12, 1.03
1.14, 1.03
1.16, 1.03
1.17, 1.04
1.19, 1.04
1.21, 1.06
1.23, 1.07
1.24, 1.07
1.26, 1.07
1.28, 1.08
1.30, 1.08
1.31, 1.09
1.33, 1.11
1.35, 1.11
1.37, 1.11
1.38, 1.12
1.40, 1.11
1.42, 1.11
1.44, 1.12
1.45, 1.12
1.47, 1.13
1.49, 1.14
1.51, 1.15
1.52, 1.15
1.54, 1.15
1.56, 1.15
1.58, 1.15
1.59, 1.14
1.61, 1.14
1.63, 1.14
1.65, 1.14
1.66, 1.14
1.68, 1.15
1.70, 1.15
1.72, 1.16
1.73, 1.16
1.75, 1.16
1.77, 1.17
1.79, 1.17
1.80, 1.17
1.82, 1.17
1.84, 1.17
1.86, 1.16
1.87, 1.17
1.89, 1.17
1.91, 1.17
1.93, 1.18
1.94, 1.18
1.96, 1.19
1.98, 1.19
2.00, 1.20
2.01, 1.20
2.03, 1.20
2.05, 1.20
2.07, 1.19
2.08, 1.18
2.10, 1.18
2.12, 1.18
2.14, 1.18
2.15, 1.19
2.17, 1.19
2.19, 1.20
2.21, 1.20
2.22, 1.21
2.24, 1.21
2.26, 1.20
2.28, 1.20
2.29, 1.19
2.31, 1.20
2.33, 1.20
2.35, 1.19
2.36, 1.19
2.38, 1.18
2.40, 1.19
2.42, 1.19
2.43, 1.20
2.45, 1.21
2.47, 1.21
2.49, 1.21
2.50, 1.20
2.52, 1.20
2.54, 1.20
2.56, 1.20
2.57, 1.20
2.59, 1.19
2.61, 1.20
2.63, 1.21
2.64, 1.21
2.66, 1.21
2.68, 1.21
2.70, 1.21
2.71, 1.22
2.73, 1.21
2.75, 1.21
2.77, 1.21
2.78, 1.21
2.80, 1.21
2.82, 1.22
2.84, 1.22
2.86, 1.22
2.87, 1.21
2.89, 1.21
2.91, 1.22
2.93, 1.21
2.94, 1.22
2.96, 1.22
2.98, 1.22
3.00, 1.22
3.01, 1.22
3.03, 1.22
3.05, 1.23
3.07, 1.21
3.08, 1.21
3.10, 1.21
3.12, 1.21
3.14, 1.21
3.15, 1.21
3.17, 1.20
3.19, 1.20
3.21, 1.20
3.22, 1.20
3.24, 1.20
3.26, 1.19
3.28, 1.19
3.29, 1.19
3.31, 1.18
3.33, 1.19
3.35, 1.18
3.36, 1.18
3.38, 1.18
3.40, 1.17
3.42, 1.17
3.43, 1.17
3.45, 1.17
3.47, 1.17
3.49, 1.17
3.50, 1.17
3.52, 1.16
3.54, 1.16
3.56, 1.16
3.57, 1.16
3.59, 1.15
3.61, 1.15
3.63, 1.15
3.64, 1.14
3.66, 1.14
3.68, 1.14
3.70, 1.14
3.71, 1.14
3.73, 1.14
3.75, 1.13
3.77, 1.13
3.78, 1.13
3.80, 1.13
3.82, 1.12
3.84, 1.12
3.85, 1.12
3.87, 1.12
3.89, 1.11
3.91, 1.11
3.92, 1.11
3.94, 1.11
3.96, 1.10
3.98, 1.10
3.99, 1.10
4.01, 1.10
4.03, 1.10
4.05, 1.10
4.06, 1.10
4.08, 1.09
4.10, 1.09
4.12, 1.09
4.13, 1.08
4.15, 1.08
4.17, 1.08
4.19, 1.08
4.20, 1.07
4.22, 1.07
4.24, 1.07
4.26, 1.07
4.27, 1.07
4.29, 1.07
4.31, 1.07
4.33, 1.07
4.34, 1.07
4.36, 1.06
4.38, 1.06
4.40, 1.06
4.41, 1.05
4.43, 1.05
4.45, 1.05
4.47, 1.04
4.48, 1.04
4.50, 1.04
4.52, 1.03
4.54, 1.03
4.55, 1.03
4.57, 1.03
4.59, 1.03
4.61, 1.03
4.62, 1.03
4.64, 1.02
4.66, 1.02
4.68, 1.02
4.69, 1.01
4.71, 1.01
4.73, 1.01
4.75, 1.01
4.76, 1.00
4.78, 1.00
4.80, 1.00
4.82, 0.99
4.83, 0.98
4.85, 0.99
4.87, 0.98
4.89, 0.97
4.90, 0.97
4.92, 0.97
4.94, 0.97
4.96, 0.97
4.97, 0.96
4.99, 0.96
5.01, 0.96
5.03, 0.95
5.04, 0.96
5.06, 0.96
5.08, 0.96
5.10, 0.96
5.11, 0.96
5.13, 0.96
5.15, 0.96
5.17, 0.95
5.18, 0.95
5.20, 0.95
5.22, 0.95
5.24, 0.95
5.25, 0.96
5.27, 0.95
5.29, 0.95
5.31, 0.95
5.32, 0.94
5.34, 0.94
5.36, 0.95
5.38, 0.95
5.39, 0.95
5.41, 0.95
5.43, 0.94
5.45, 0.94
5.46, 0.94
5.48, 0.93
5.50, 0.93
5.52, 0.93
5.53, 0.93
5.55, 0.92
5.57, 0.92
5.59, 0.92
5.60, 0.92
5.62, 0.93
5.64, 0.92
5.66, 0.92
5.68, 0.92
5.69, 0.92
5.71, 0.92
5.73, 0.92
5.75, 0.92
5.76, 0.92
5.78, 0.92
5.80, 0.92
5.82, 0.91
5.83, 0.91
5.85, 0.91
5.87, 0.91
5.89, 0.91
5.90, 0.91
5.92, 0.92
5.94, 0.91
5.96, 0.91
5.97, 0.91
5.99, 0.91
6.01, 0.91
6.03, 0.90
6.04, 0.90
6.06, 0.89
6.08, 0.89
6.10, 0.89
6.11, 0.89
6.13, 0.89
6.15, 0.89
6.17, 0.89
6.18, 0.89
6.20, 0.89
6.22, 0.89
6.24, 0.90
6.25, 0.89
6.27, 0.90
6.29, 0.90
6.31, 0.89
6.32, 0.89
6.34, 0.89
6.36, 0.89
6.38, 0.89
6.39, 0.89
6.41, 0.89
6.43, 0.89
6.45, 0.89
6.46, 0.89
6.48, 0.89
6.50, 0.90
6.52, 0.89
6.53, 0.89
6.55, 0.89
6.57, 0.89
6.59, 0.89
6.60, 0.89
6.62, 0.89
6.64, 0.88
6.66, 0.88
6.67, 0.88
6.69, 0.88
6.71, 0.88
6.73, 0.87
6.74, 0.87
6.76, 0.87
6.78, 0.87
6.80, 0.87
6.81, 0.87
6.83, 0.87
6.85, 0.87
6.87, 0.87
6.88, 0.87
6.90, 0.87
6.92, 0.86
6.94, 0.86
6.95, 0.86
6.97, 0.86
6.99, 0.85
7.01, 0.86
7.02, 0.85
7.04, 0.85
7.06, 0.85
7.08, 0.85
7.09, 0.85
7.11, 0.85
7.13, 0.85
7.15, 0.85
7.16, 0.85
7.18, 0.85
7.20, 0.84
7.22, 0.84
7.23, 0.84
7.25, 0.84
7.27, 0.84
7.29, 0.84
7.30, 0.84
7.32, 0.84
